iso3,country_name_ghg,year,ghg_per_capita,region,gdp_per_capita_ppp,renewable_pct,electricity_access_pct,fossil_fuel_pct,population,ghg_total_mt
CRI,Costa Rica,2019,3.187736,Latin America & Caribbean,23339.6091317787,33.4,99.7,0.0,4999553.0,0.015937255082008002
CZE,Czechia,2019,11.46535,Europe & Central Asia,45614.0171132532,15.9,100.0,0.0,10671870.0,0.1223567247045
DNK,Denmark,2019,7.870842,Europe & Central Asia,60594.966400191,37.2,100.0,0.0,5814422.0,0.045764396883323996
EST,Estonia,2019,10.93776,Europe & Central Asia,40586.3784378888,31.3,100.0,0.0,1326898.0,0.01451329186848
FIN,Finland,2019,9.53934,Europe & Central Asia,52276.1115723992,45.4,100.0,0.0,5521606.0,0.052672476980039996
FRA,France,2019,6.62196,Europe & Central Asia,51130.4723140578,15.5,100.0,0.0,67382061.0,0.44620131265956
DEU,Germany,2019,9.550692,Europe & Central Asia,59270.7276496985,17.1,100.0,0.0,83092962.0,0.793595287429704
GRC,Greece,2019,8.052013,Europe & Central Asia,31927.3792151369,18.5,100.0,0.0,10721582.0,0.086330317644566
HUN,Hungary,2019,6.646106,Europe & Central Asia,35627.2315520858,13.6,100.0,0.0,9694824.0,0.064432827955344
ISL,Iceland,2019,13.29792,Europe & Central Asia,60523.8179440825,81.7,100.0,0.0,360563.0,0.00479473792896
IRL,Ireland,2019,12.11575,Europe & Central Asia,92022.59879983,12.3,100.0,0.0,4976456.0,0.060293496781999995
ISR,Israel,2019,9.402014,Middle East & North Africa,41325.1783656756,4.5,100.0,0.0,9054000.0,0.085125834756
ITA,Italy,2019,6.926384,Europe & Central Asia,46661.9105159611,17.3,100.0,0.0,59729081.0,0.413706550973104
JPN,Japan,2019,9.373204,East Asia & Pacific,42678.1511448354,7.8,100.0,0.0,126633000.0,1.1869569421319999
KOR,Korea,2019,14.66927,East Asia & Pacific,46511.2196957018,3.2,100.0,0.0,51764822.0,0.75935215041994
LVA,Latvia,2019,5.812749,Europe & Central Asia,32199.0960377091,41.5,100.0,0.0,1913822.0,0.011124566916678
LTU,Lithuania,2019,7.042611,Europe & Central Asia,40563.8304884555,33.5,100.0,0.0,2811089.0,0.019797406313379
LUX,Luxembourg,2019,17.33832,Europe & Central Asia,121371.73990307,16.4,100.0,0.0,620001.0,0.01074977573832
MEX,Mexico,2019,6.061272,North America,20964.2774847072,10.3,99.6,0.0,125762982.0,0.7622836414331039
NLD,Netherlands,2019,10.32719,Europe & Central Asia,62345.2538465433,8.6,100.0,0.0,17344874.0,0.17912380932406
NZL,New Zealand,2019,16.84859,East Asia & Pacific,45278.4587226734,28.0,100.0,0.0,4970300.0,0.083742546877
NOR,Norway,2019,9.548388,Europe & Central Asia,70939.605518036,59.8,100.0,0.0,5347896.0,0.05106378599164799
POL,Poland,2019,10.09156,Europe & Central Asia,35882.3655065553,15.6,100.0,0.0,37965475.0,0.38313086889099995
PRT,Portugal,2019,6.13362,Europe & Central Asia,37865.5603564295,28.2,100.0,0.0,10286263.0,0.06309202846206
SVK,Slovak Republic,2019,7.267905,Europe & Central Asia,33985.6758419661,17.6,100.0,0.0,5454147.0,0.039640222252035
SVN,Slovenia,2019,8.222804,Europe & Central Asia,42373.2506369279,20.9,100.0,0.0,2088385.0,0.01717238053154
ESP,Spain,2019,6.511927,Europe & Central Asia,44042.757577336,16.7,100.0,0.0,47118501.0,0.306832238861427
SWE,Sweden,2019,4.883338,Europe & Central Asia,57046.4463076951,52.9,100.0,0.0,10278887.0,0.050195279484806
CHE,Switzerland,2019,5.440202,Europe & Central Asia,73732.2353322093,24.8,100.0,0.0,8575280.0,0.046651255406560004
TUR,Türkiye,2019,6.066827,Europe & Central Asia,29016.4555653445,14.1,100.0,0.0,82579440.0,0.5009951762368801
GBR,United Kingdom,2019,6.692477,Europe & Central Asia,50064.9605582187,11.4,100.0,0.0,66631000.0,0.44592643498699996
USA,United States,2019,19.50954,North America,65227.9565911035,10.2,100.0,0.0,330226227.0,6.442561784705581
DZA,Algeria,2019,5.287959,Middle East & North Africa,13892.5333446205,0.2,99.5,0.0,43294546.0,0.22893978417161398
ARG,Argentina,2019,7.473238,Latin America & Caribbean,23516.8261980886,10.7,100.0,0.0,44973465.0,0.33609740762967
BLR,Belarus,2019,9.808526,Europe & Central Asia,22301.5932411839,7.8,100.0,0.0,9419758.0,0.09239394125670801
BTN,Bhutan,2019,1.872337,East Asia & Pacific,12909.1009840399,81.0,100.0,,764824.0,0.001432008273688
BRA,Brazil,2019,5.59519,Latin America & Caribbean,16069.838015161,47.5,99.8,0.0,207455459.0,1.1607527096422101
BRN,Brunei Darussalam,2019,25.95554,East Asia & Pacific,69353.6799514849,0.0,100.0,0.0,442680.0,0.0114899984472
BGR,Bulgaria,2019,7.72982,Europe & Central Asia,26765.7192049867,19.3,99.2,0.0,6616726.0,0.05114610096932
CIV,Côte d’Ivoire,2019,1.682472,Sub-Saharan Africa,5516.39055126829,61.1,68.6,0.0,28193009.0,0.047433948238248
HRV,Croatia,2019,6.225204,Europe & Central Asia,33063.9101734438,31.6,100.0,0.0,3949390.0,0.024585758425559996
CUB,Cuba,2019,4.692558,Latin America & Caribbean,,23.1,99.8,0.0,11202846.0,0.052570004620068
CYP,Cyprus,2019,6.542007,Europe & Central Asia,44393.9921875,12.0,100.0,0.0,1286671.0,0.008417410688696999
EGY,Egypt,2019,3.204049,Middle East & North Africa,13363.732696323,6.2,100.0,0.0,107553158.0,0.344605588336742
GEO,Georgia,2019,4.74158,Europe & Central Asia,16770.1333771469,24.7,100.0,0.0,3720161.0,0.01763944099438
GHA,Ghana,2019,1.366898,Sub-Saharan Africa,6002.55044678386,42.6,83.5,0.0,31258945.0,0.042727789402609996
GTM,Guatemala,2019,1.882364,Latin America & Caribbean,10755.8801029589,62.8,95.4,0.0,17103803.0,0.032195583030292
GNB,Guinea-Bissau,2019,0.7790754,Sub-Saharan Africa,2247.31303739185,86.2,30.9,,1967696.0,0.0015329835482784
GUY,Guyana,2019,6.561252,Latin America & Caribbean,13240.9713761155,11.3,91.6,,807665.0,0.00529929359658
VAT,Holy See,2019,29.66224,Europe & Central Asia,,,,,,
IDN,Indonesia,2019,3.556219,East Asia & Pacific,11986.4701508376,19.8,98.9,0.0,272489381.0,0.9690319140104391
KAZ,Kazakhstan,2019,19.34913,Europe & Central Asia,28689.2710838374,1.9,100.0,0.0,19209555.0,0.37168817693715
KEN,Kenya,2019,1.286968,Sub-Saharan Africa,4687.37782325306,68.1,69.7,0.0,51202827.0,0.065896399858536
LIE,Liechtenstein,2019,4.868305,Europe & Central Asia,,56.1,100.0,,38563.0,0.00018773644571500002
MYS,Malaysia,2019,9.942006,East Asia & Pacific,28933.928297233,5.7,100.0,0.0,33440596.0,0.33246660607557593
MDV,Maldives,2019,4.476469,South Asia,23077.2112236652,1.3,100.0,,487731.0,0.002183312701839
MLT,Malta,2019,4.219994,Europe & Central Asia,51392.8152819605,7.4,100.0,0.0,503912.0,0.0021265056165279995
MUS,Mauritius,2019,4.57325,Sub-Saharan Africa,24374.7818286566,8.9,100.0,0.0,1265985.0,0.00578966590125
MDA,Moldova,2019,4.370677,Europe & Central Asia,13413.2232935126,22.0,100.0,0.0,2664224.0,0.011644462559648
MCO,Monaco,2019,2.157267,Europe & Central Asia,,,100.0,,38109.0,8.2211288103e-05
NAM,Namibia,2019,3.983455,Sub-Saharan Africa,9609.48555672874,30.2,53.3,0.0,2650494.0,0.01055812357677
NPL,Nepal,2019,1.853793,South Asia,4260.67373190851,78.2,89.9,0.0,28414064.0,0.052673792944752
NGA,Nigeria,2019,1.519398,Sub-Saharan Africa,7551.39380367192,80.1,55.4,0.0,209485641.0,0.318292063964118
PAN,Panama,2019,5.162121,Latin America & Caribbean,33239.7332276186,19.0,93.9,0.0,4234700.0,0.0218600337987
PER,Peru,2019,3.26907,Latin America & Caribbean,13563.5372933551,27.1,95.6,0.0,32449303.0,0.10607904295821001
ROU,Romania,2019,5.912965,Europe & Central Asia,33425.326172666,23.5,100.0,0.0,19371648.0,0.11454387661632
RUS,Russia,2019,13.99041,Europe & Central Asia,30963.853515625,3.2,99.8,0.0,145453291.0,2.0349511769393103
RWA,Rwanda,2019,0.8924332,Sub-Saharan Africa,2336.03967302732,81.8,46.6,0.0,12776103.0,0.0114018184838196
SAU,Saudi Arabia,2019,22.00738,Middle East & North Africa,59560.2537904546,0.0,100.0,0.0,30063799.0,0.6616254488366201
SRB,Serbia,2019,8.99412,Europe & Central Asia,20587.382536041,21.4,99.8,0.0,6945235.0,0.062466277018200005
SGP,Singapore,2019,9.800837,East Asia & Pacific,105335.291974111,0.9,100.0,0.0,5703569.0,0.055899750087252995
SLB,Solomon Islands,2019,0.8503432,East Asia & Pacific,2512.01387973448,48.4,69.4,,728147.0,0.0006191748500504
ZAF,South Africa,2019,8.34868,Sub-Saharan Africa,13361.4851289112,8.7,85.0,0.0,59587885.0,0.49748018374180003
UKR,Ukraine,2019,7.569845,Europe & Central Asia,14217.486328125,7.4,100.0,0.0,44957458.0,0.34032098865401
UZB,Uzbekistan,2019,5.712653,Europe & Central Asia,8544.08026729718,1.6,100.0,0.0,32964701.0,0.188315898061753
VEN,Venezuela,2019,5.560651,Latin America & Caribbean,,15.8,99.8,0.0,28938098.0,0.16091466358179798
AUS,Australia,2016,22.74003,East Asia & Pacific,47446.2103030951,9.6,100.0,0.0,24190907.0,0.55010195090721
AUT,Austria,2016,9.192056,Europe & Central Asia,52397.8635176674,34.6,100.0,0.0,8736668.0,0.080307941509408
BEL,Belgium,2016,10.34431,Europe & Central Asia,48414.5518065681,9.2,100.0,0.0,11331422.0,0.11721574190882
CAN,Canada,2016,19.9407,North America,46470.6466391109,22.1,100.0,0.0,36110803.0,0.7200746893821
CHL,Chile,2016,5.755747,Latin America & Caribbean,23256.5036042211,24.6,100.0,0.0,18267221.0,0.105141502469087
COL,Colombia,2016,3.601354,Latin America & Caribbean,14026.8399931053,30.5,98.4,0.0,47437512.0,0.170839273591248
CRI,Costa Rica,2016,3.103583,Latin America & Caribbean,19201.7453233396,34.1,99.5,0.0,4866998.0,0.015105132253834
CZE,Czechia,2016,12.13502,Europe & Central Asia,36445.0485732064,14.8,100.0,0.0,10566332.0,0.12822265014664
DNK,Denmark,2016,9.11466,Europe & Central Asia,51820.9521305491,32.0,100.0,0.0,5728010.0,0.0522088636266
EST,Estonia,2016,14.84915,Europe & Central Asia,31947.7769107437,27.2,100.0,0.0,1315790.0,0.019538363078499998
FIN,Finland,2016,10.53471,Europe & Central Asia,44562.4011072067,42.4,100.0,0.0,5495303.0,0.057891423467130006
FRA,France,2016,7.093895,Europe & Central Asia,42880.2351355431,14.2,100.0,0.0,66724104.0,0.47333378774508
DEU,Germany,2016,10.84203,Europe & Central Asia,51569.9016841199,14.2,100.0,0.0,82348669.0,0.89282673975807
GRC,Greece,2016,8.574775,Europe & Central Asia,27504.5497984948,16.4,100.0,0.0,10775971.0,0.092401526731525
HUN,Hungary,2016,6.425023,Europe & Central Asia,28178.9450366919,15.3,100.0,0.0,9759755.0,0.062706650349365
ISL,Iceland,2016,14.29545,Europe & Central Asia,53480.3971946764,80.9,100.0,0.0,335439.0,0.0047952514525500005
IRL,Ireland,2016,13.19347,Europe & Central Asia,73012.8198720374,8.6,100.0,0.0,4762722.0,0.06283682982534
ISR,Israel,2016,9.846153,Middle East & North Africa,38189.1610278241,4.0,100.0,0.0,8546000.0,0.08414522353799998
ITA,Italy,2016,7.262397,Europe & Central Asia,40482.562999856,16.1,100.0,0.0,60115223.0,0.436580615169531
JPN,Japan,2016,10.10148,East Asia & Pacific,40596.9686628995,6.4,100.0,0.0,127076000.0,1.2836556724800001
KOR,Korea,2016,14.37503,East Asia & Pacific,41672.6278317077,2.6,100.0,0.0,51217803.0,0.7362574546590901
LVA,Latvia,2016,5.48277,Europe & Central Asia,24063.4511245109,38.5,100.0,0.0,1959537.0,0.010743690677490002
LTU,Lithuania,2016,6.866907,Europe & Central Asia,28698.9887868061,31.5,100.0,0.0,2877325.0,0.019758323183775
LUX,Luxembourg,2016,17.31256,Europe & Central Asia,113365.176082265,13.5,100.0,0.0,582014.0,0.010076152295840001
MEX,Mexico,2016,6.438936,North America,20104.5839787472,9.2,99.5,0.0,122251351.0,0.787168625002536
NLD,Netherlands,2016,11.32236,Europe & Central Asia,53162.2791598028,5.6,100.0,0.0,17030314.0,0.19282334602103998
NZL,New Zealand,2016,17.20145,East Asia & Pacific,39988.9250855472,30.1,100.0,0.0,4714100.0,0.08108935544500001
NOR,Norway,2016,10.18965,Europe & Central Asia,59280.1992028829,57.7,100.0,0.0,5234519.0,0.05333791652835
POL,Poland,2016,10.28008,Europe & Central Asia,28359.6927346266,11.3,100.0,0.0,37970087.0,0.39033553196696
PRT,Portugal,2016,6.339368,Europe & Central Asia,31589.2695609552,29.0,100.0,0.0,10325452.0,0.065456839994336
SVK,Slovak Republic,2016,7.545991,Europe & Central Asia,29867.9803390081,13.1,100.0,0.0,5430798.0,0.040980752830818
SVN,Slovenia,2016,8.603161,Europe & Central Asia,33575.1775435757,21.0,100.0,0.0,2065042.0,0.017765888797762
ESP,Spain,2016,6.855799,Europe & Central Asia,37612.7188681342,16.7,100.0,0.0,46458139.0,0.31850766289806104
SWE,Sweden,2016,5.360955,Europe & Central Asia,50289.7687144136,50.9,100.0,0.0,9923085.0,0.053197212146174996
CHE,Switzerland,2016,5.892591,Europe & Central Asia,67350.7518747757,24.1,100.0,0.0,8373338.0,0.049340656138758
TUR,Türkiye,2016,6.184704,Europe & Central Asia,26730.7599731835,13.2,100.0,0.0,79277962.0,0.490310728693248
GBR,United Kingdom,2016,7.366669,Europe & Central Asia,44085.2025586772,7.7,100.0,0.0,65607000.0,0.483305053083
USA,United States,2016,19.98921,North America,57976.628204291,9.3,100.0,0.0,324353340.0,6.4835670274614
DZA,Algeria,2016,5.054544,Middle East & North Africa,13437.8460232169,0.1,99.4,0.0,40850721.0,0.206481766726224
ARG,Argentina,2016,7.859378,Latin America & Caribbean,20105.761359796,9.4,99.9,0.0,43900313.0,0.345029154185314
BLR,Belarus,2016,9.244925,Europe & Central Asia,17832.4778855815,6.7,98.0,0.0,9469379.0,0.087543698651575
BRA,Brazil,2016,5.744674,Latin America & Caribbean,14309.2061488342,45.4,99.7,0.0,203218114.0,1.167421815824836
BRN,Brunei Darussalam,2016,27.08624,East Asia & Pacific,56679.5185221407,0.0,100.0,0.0,427564.0,0.01158110111936
BGR,Bulgaria,2016,8.108453,Europe & Central Asia,20745.8472094399,17.7,97.3,0.0,6894139.0,0.05590080205696701
CIV,Côte d’Ivoire,2016,1.795058,Sub-Saharan Africa,4530.64849808487,64.0,64.3,0.0,25989405.0,0.046652489360490004
HRV,Croatia,2016,6.025329,Europe & Central Asia,25802.6823323622,31.8,100.0,0.0,4106867.0,0.024745224834243
CUB,Cuba,2016,5.114254,Latin America & Caribbean,,19.2,99.2,0.0,11265612.0,0.057615201233448
CYP,Cyprus,2016,7.082761,Europe & Central Asia,35246.90234375,10.3,100.0,0.0,1237112.0,0.008762168626232
EGY,Egypt,2016,3.422747,Middle East & North Africa,10665.6676499685,5.1,100.0,0.0,101644589.0,0.347903712065983
GEO,Georgia,2016,4.921393,Europe & Central Asia,13065.294157468,27.2,100.0,0.0,3727505.0,0.018344517014465
GHA,Ghana,2016,1.189614,Sub-Saharan Africa,5011.07931572904,45.2,79.3,0.0,29356742.0,0.034923191277587994
GTM,Guatemala,2016,1.926159,Latin America & Caribbean,9201.42836046353,63.2,91.8,0.0,16268760.0,0.03133621849284
GNB,Guinea-Bissau,2016,0.7221428,Sub-Saharan Africa,1824.3730977071,86.8,22.9,,1831893.0,0.0013228883403204
GUY,Guyana,2016,6.111522,Latin America & Caribbean,11516.3798289577,21.3,89.0,,763548.0,0.004666440400056
VAT,Holy See,2016,29.30915,Europe & Central Asia,,,,,,
IND,India,2016,2.198557,South Asia,5800.48149366552,33.0,89.6,0.0,1343944296.0,2.954738139580872
IDN,Indonesia,2016,3.093477,East Asia & Pacific,10262.5951651871,27.8,97.6,0.0,264627418.0,0.818618831152386
KAZ,Kazakhstan,2016,20.0808,Europe & Central Asia,23023.0872293899,2.1,100.0,0.0,18363600.0,0.36875577888
KEN,Kenya,2016,1.255773,Sub-Saharan Africa,3916.65315673095,68.3,53.1,0.0,48139687.0,0.060452519163051
LIE,Liechtenstein,2016,4.973462,Europe & Central Asia,,55.8,100.0,,37716.0,0.00018757909279199997
MYS,Malaysia,2016,10.00872,East Asia & Pacific,25285.8213541391,4.4,99.9,0.0,31789685.0,0.3181740560532
MDV,Maldives,2016,3.767199,South Asia,18769.5060607629,1.2,100.0,,443308.0,0.001670029454292
MLT,Malta,2016,4.067336,Europe & Central Asia,40999.9620259653,9.2,100.0,0.0,454505.0,0.00184862454868
MUS,Mauritius,2016,4.154706,Sub-Saharan Africa,21951.8307433111,10.3,99.7,0.0,1263747.0,0.005250497243382
MDA,Moldova,2016,4.138269,Europe & Central Asia,10325.8404896126,25.3,99.9,0.0,2803186.0,0.011600337725034
MCO,Monaco,2016,2.329862,Europe & Central Asia,,,100.0,,37276.0,8.6847935912e-05
MAR,Morocco,2016,2.473351,Middle East & North Africa,7853.17626953125,11.1,97.8,0.0,35023457.0,0.08662530239440701
NAM,Namibia,2016,5.007187,Sub-Saharan Africa,10200.1392609733,29.2,49.7,0.0,2439213.0,0.012213595623831
NPL,Nepal,2016,1.544541,South Asia,2976.12513681451,79.4,90.7,0.0,27955462.0,0.043178357232942
NGA,Nigeria,2016,1.523554,Sub-Saharan Africa,7072.49693372311,81.1,59.3,0.0,195443700.0,0.2977690309098
PAN,Panama,2016,4.467756,Latin America & Caribbean,30276.7088496195,22.1,92.4,0.0,4029086.0,0.018000973151016
PER,Peru,2016,3.269104,Latin America & Caribbean,12066.5460683317,27.2,94.2,0.0,30866494.0,0.100905779001376
ROU,Romania,2016,5.806685,Europe & Central Asia,23905.1743665679,24.4,99.1,0.0,19702267.0,0.114404858254895
RUS,Russia,2016,13.45777,Europe & Central Asia,24012.40234375,3.4,99.4,0.0,145015460.0,1.9515847071242
RWA,Rwanda,2016,0.7621484,Sub-Saharan Africa,1866.38968530286,85.5,29.4,0.0,11919183.0,0.0090841862527572
SRB,Serbia,2016,9.027099,Europe & Central Asia,16455.4261201487,20.9,99.9,0.0,7058322.0,0.063716171467878
SGP,Singapore,2016,9.712685,East Asia & Pacific,89901.8159165036,0.7,100.0,0.0,5607283.0,0.054461773484855
SLB,Solomon Islands,2016,0.9021343,East Asia & Pacific,2421.18991118943,48.7,58.2,,662379.0,0.0005975548154996999
ZAF,South Africa,2016,8.87429,Sub-Saharan Africa,13519.3235102376,7.8,83.9,0.0,57259551.0,0.50813786084379
UKR,Ukraine,2016,7.525199,Europe & Central Asia,10864.6572265625,5.5,100.0,0.0,45616832.0,0.343275738549568
UZB,Uzbekistan,2016,5.477135,Europe & Central Asia,6919.29475621804,1.6,99.9,0.0,31284568.0,0.17134980235268
VEN,Venezuela,2016,7.393056,Latin America & Caribbean,,14.6,99.4,0.0,30765720.0,0.22745269084032
AUS,Australia,2021,20.40214,East Asia & Pacific,58327.4146842325,12.3,100.0,0.0,25685412.0,0.52403737158168
AUT,Austria,2021,8.706675,Europe & Central Asia,62968.9422311892,36.0,100.0,0.0,8955797.0,0.07797521384497501
BEL,Belgium,2021,9.486282,Europe & Central Asia,60669.2137746531,11.7,100.0,0.0,11586195.0,0.10990991307699
CAN,Canada,2021,18.03644,North America,56995.1176781351,23.8,100.0,0.0,38239864.0,0.6897110126441599
CHL,Chile,2021,5.687362,Latin America & Caribbean,29089.850459728,24.2,100.0,0.0,19456334.0,0.11065521465090801
COL,Colombia,2021,3.584791,Latin America & Caribbean,17383.0901728295,29.7,100.0,0.0,51188173.0,0.183498901876843
CRI,Costa Rica,2021,3.193075,Latin America & Caribbean,23852.9253020002,34.2,100.0,0.0,5059988.0,0.0161569211831
CZE,Czechia,2021,11.09741,Europe & Central Asia,47796.0337408466,17.2,100.0,0.0,10505772.0,0.11658685925052001
DNK,Denmark,2021,7.524057,Europe & Central Asia,69715.1809680929,39.5,100.0,0.0,5856733.0,0.044066392925780996
EST,Estonia,2021,9.437351,Europe & Central Asia,44251.5374983455,38.0,100.0,0.0,1330932.0,0.012560472441132
FIN,Finland,2021,8.616688,Europe & Central Asia,56790.3766177692,50.2,100.0,0.0,5541017.0,0.047745214691696
FRA,France,2021,6.340007,Europe & Central Asia,52517.3354905855,16.2,100.0,0.0,67842811.0,0.430123896639677
DEU,Germany,2021,9.097411,Europe & Central Asia,62530.7653199239,17.6,100.0,0.0,83196078.0,0.756868915154058
GRC,Greece,2021,7.373946,Europe & Central Asia,33531.15511226,21.5,100.0,0.0,10569207.0,0.077936761680822
HUN,Hungary,2021,6.594334,Europe & Central Asia,38887.1909527154,15.3,100.0,0.0,9630932.0,0.063509582339288
ISL,Iceland,2021,12.69083,Europe & Central Asia,61610.2132740715,82.4,100.0,0.0,372520.0,0.0047275879916
IRL,Ireland,2021,11.97744,Europe & Central Asia,116903.61243517,12.7,100.0,0.0,5110585.0,0.0612117252024
ISR,Israel,2021,8.796155,Middle East & North Africa,46162.0822730247,6.2,100.0,0.0,9371400.0,0.082432286967
ITA,Italy,2021,6.885666,Europe & Central Asia,49825.3934111848,17.5,100.0,0.0,59133173.0,0.40717127879821796
JPN,Japan,2021,9.108153,East Asia & Pacific,44355.3487163354,8.8,100.0,0.0,125681593.0,1.144727178327729
KOR,Korea,2021,14.29121,East Asia & Pacific,51718.2518656631,3.6,100.0,0.0,51769539.0,0.7398493534521899
LVA,Latvia,2021,5.681176,Europe & Central Asia,36912.0130602161,44.0,100.0,0.0,1884490.0,0.01070611936024
LTU,Lithuania,2021,7.056945,Europe & Central Asia,45873.5273239486,33.2,100.0,0.0,2808380.0,0.019818583199099998
LUX,Luxembourg,2021,14.68809,Europe & Central Asia,136772.443753292,20.5,100.0,0.0,640064.0,0.00940131763776
MEX,Mexico,2021,5.632792,North America,20782.5877417545,13.0,100.0,0.0,127648148.0,0.7190154668692161
NLD,Netherlands,2021,9.402311,Europe & Central Asia,68573.5648786446,12.2,100.0,0.0,17533044.0,0.16485113246468397
NZL,New Zealand,2021,16.02921,East Asia & Pacific,48248.7176729892,28.9,100.0,0.0,5084600.0,0.08150212116599999
NOR,Norway,2021,9.105592,Europe & Central Asia,88984.1386736515,61.4,100.0,0.0,5408320.0,0.049245955325439995
POL,Poland,2021,10.48352,Europe & Central Asia,41059.5847829682,15.2,100.0,0.0,36981559.0,0.38769691340768003
PRT,Portugal,2021,5.388249,Europe & Central Asia,38657.6677223425,32.3,100.0,0.0,10361831.0,0.055832125523919
SVK,Slovak Republic,2021,7.510327,Europe & Central Asia,38346.0935768177,17.9,100.0,0.0,5447247.0,0.040910606219769004
SVN,Slovenia,2021,7.593741,Europe & Central Asia,45914.0572392406,23.4,100.0,0.0,2108079.0,0.016008205933539
ESP,Spain,2021,6.024189,Europe & Central Asia,44251.6658222621,19.0,100.0,0.0,47443821.0,0.285810544586169
SWE,Sweden,2021,4.581526,Europe & Central Asia,62731.700616293,57.9,100.0,0.0,10415811.0,0.047720308907586
CHE,Switzerland,2021,5.209583,Europe & Central Asia,81001.4111206118,27.7,100.0,0.0,8704546.0,0.045347054864318004
TUR,Türkiye,2021,6.622971,Europe & Central Asia,32105.5474400506,12.0,100.0,0.0,84147318.0,0.557305246841778
GBR,United Kingdom,2021,6.265779,Europe & Central Asia,51004.4271714238,12.2,100.0,0.0,66984000.0,0.419706940536
USA,United States,2021,18.60527,North America,71307.4017277218,10.9,100.0,0.0,332099760.0,6.1788057017352
DZA,Algeria,2021,5.380772,Middle East & North Africa,14496.8654697299,0.1,99.8,0.0,44761099.0,0.240849268188428
ARG,Argentina,2021,7.557831,Latin America & Caribbean,26300.274261175,9.2,100.0,0.0,45312281.0,0.342462562022511
AZE,Azerbaijan,2021,7.010887,Europe & Central Asia,20111.3756952109,1.3,100.0,0.0,10137750.0,0.07107461968425
BLR,Belarus,2021,9.960464,Europe & Central Asia,27611.1801135157,8.2,100.0,0.0,9302585.0,0.09265806299944
BTN,Bhutan,2021,1.905872,East Asia & Pacific,13458.812666743,81.8,100.0,,775442.0,0.001477893195424
BRA,Brazil,2021,5.888017,Latin America & Caribbean,18075.7060048757,46.5,99.5,0.0,209550294.0,1.2338356934269978
BRN,Brunei Darussalam,2021,33.40891,East Asia & Pacific,78248.797127611,0.0,100.0,0.0,451721.0,0.01509150623411
BGR,Bulgaria,2021,7.856872,Europe & Central Asia,30959.1118459807,20.4,99.8,0.0,6507301.0,0.051127031022472
CHN,China (People’s Republic of),2021,10.03497,East Asia & Pacific,20843.2978347377,15.2,100.0,0.0,1412360000.0,14.172990229199998
CIV,Côte d’Ivoire,2021,2.909439,Sub-Saharan Africa,6045.20480490879,58.2,71.1,0.0,29639736.0,0.086235003868104
HRV,Croatia,2021,6.224454,Europe & Central Asia,36930.2841941405,34.1,100.0,0.0,3878981.0,0.024144538801374
CUB,Cuba,2021,4.437665,Latin America & Caribbean,,20.9,100.0,0.0,11122168.0,0.04935645565772
CYP,Cyprus,2021,6.207363,Europe & Central Asia,47632.76953125,15.6,100.0,0.0,1317309.0,0.008177015146167
EGY,Egypt,2021,3.278952,Middle East & North Africa,15579.0160861551,6.1,100.0,0.0,110957008.0,0.36382270329561595
GEO,Georgia,2021,4.943908,Europe & Central Asia,18915.6534005263,25.2,100.0,0.0,3708610.0,0.018335026647880004
GHA,Ghana,2021,1.443062,Sub-Saharan Africa,6607.50297378321,39.0,86.3,0.0,32518665.0,0.04692644975223
GTM,Guatemala,2021,1.93884,Latin America & Caribbean,11825.141273764,62.1,97.9,0.0,17598650.0,0.034120966566
GNB,Guinea-Bissau,2021,0.753656,Sub-Saharan Africa,2522.76764302521,87.4,35.8,,2058841.0,0.001551657872696
GUY,Guyana,2021,7.857966,Latin America & Caribbean,22865.9270968882,13.2,92.9,,815482.0,0.006408029829612
VAT,Holy See,2021,29.63985,Europe & Central Asia,,,,,,
IDN,Indonesia,2021,3.461016,East Asia & Pacific,12757.0746440204,20.2,99.2,0.0,276758053.0,0.9578640495618479
IRQ,Iraq,2021,4.728294,Middle East & North Africa,12731.7535755129,1.1,100.0,0.0,43071211.0,0.203653348544034
KAZ,Kazakhstan,2021,16.20224,Europe & Central Asia,32945.8515725823,2.0,100.0,0.0,19743603.0,0.31989059427072003
KEN,Kenya,2021,1.300705,Sub-Saharan Africa,5338.85243382781,67.7,76.5,0.0,53219166.0,0.06922243531203
LBN,Lebanon,2021,3.716709,Middle East & North Africa,11599.7755083765,6.8,100.0,0.0,5718122.0,0.021252595500498
LIE,Liechtenstein,2021,4.678162,Europe & Central Asia,,53.6,100.0,,39182.0,0.000183299743484
MYS,Malaysia,2021,9.595771,East Asia & Pacific,29822.8491831618,7.5,100.0,0.0,34282399.0,0.32896605013462893
MDV,Maldives,2021,4.390248,South Asia,19052.6224904311,1.4,100.0,,516154.0,0.002266044066192
MLT,Malta,2021,4.005686,Europe & Central Asia,56852.3218512267,8.6,100.0,0.0,518150.0,0.0020755462009
MUS,Mauritius,2021,4.510886,Sub-Saharan Africa,23010.2013826905,8.6,99.6,0.0,1266334.0,0.005712288311924
MDA,Moldova,2021,4.831095,Europe & Central Asia,15682.0703284653,21.4,100.0,0.0,2595809.0,0.012540599880855001
MCO,Monaco,2021,1.892956,Europe & Central Asia,,,100.0,,38527.0,7.292991581200001e-05
MAR,Morocco,2021,2.734579,Middle East & North Africa,8623.265625,10.9,100.0,0.0,36954442.0,0.101054841049918
NAM,Namibia,2021,3.76657,Sub-Saharan Africa,9709.09930646771,30.0,55.2,0.0,2810548.0,0.01058612578036
