"Country Name","Country Code","Year","average_value_Access to electricity (% of population)","average_value_Access to electricity, rural (% of rural population)","average_value_Access to electricity, urban (% of urban population)","average_value_Adjusted savings: energy depletion (% of GNI)","average_value_Adjusted savings: energy depletion (current US$)","average_value_Adjusted savings: mineral depletion (% of GNI)","average_value_Adjusted savings: mineral depletion (current US$)","average_value_Adjusted savings: natural resources depletion (% of GNI)","average_value_Alternative and nuclear energy (% of total energy use)","average_value_CO2 emissions from gaseous fuel consumption (% of total)","average_value_CO2 emissions from liquid fuel consumption (kt)","average_value_Combustible renewables and waste (% of total energy)","average_value_Electric power consumption (kWh per capita)","average_value_Electric power transmission and distribution losses (% of output)","average_value_Electricity production from coal sources (% of total)","average_value_Electricity production from hydroelectric sources (% of total)","average_value_Electricity production from natural gas sources (% of total)","average_value_Electricity production from nuclear sources (% of total)","average_value_Electricity production from oil sources (% of total)","average_value_Electricity production from oil, gas and coal sources (% of total)","average_value_Electricity production from renewable sources, excluding hydroelectric (% of total)","average_value_Electricity production from renewable sources, excluding hydroelectric (kWh)","average_value_Energy imports, net (% of energy use)","average_value_Energy intensity level of primary energy (MJ/$2011 PPP GDP)","average_value_Energy related methane emissions (% of total)","average_value_Energy use (kg of oil equivalent per capita)","average_value_Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)","average_value_Firms using banks to finance investment (% of firms)","average_value_Fossil fuel energy consumption (% of total)","average_value_Fuel exports (% of merchandise exports)","average_value_Fuel imports (% of merchandise imports)","average_value_GDP per unit of energy use (PPP $ per kg of oil equivalent)","average_value_GDP per unit of energy use (constant 2017 PPP $ per kg of oil equivalent)","average_value_Investment in energy with private participation (current US$)","average_value_Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","average_value_Mineral rents (% of GDP)","average_value_Natural gas rents (% of GDP)","average_value_Nitrous oxide emissions in energy sector (% of total)","average_value_Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","average_value_Oil rents (% of GDP)","average_value_Ores and metals exports (% of merchandise exports)","average_value_Ores and metals imports (% of merchandise imports)","average_value_Pump price for diesel fuel (US$ per liter)","average_value_Pump price for gasoline (US$ per liter)","average_value_Renewable electricity output (% of total electricity output)","average_value_Renewable energy consumption (% of total final energy consumption)","average_value_Time required to get electricity (days)","average_value_Time to obtain an electrical connection (days)","average_value_Total natural resources rents (% of GDP)","average_value_Value lost due to electrical outages (% of sales for affected firms)"
"Europe & Central Asia (IDA & IBRD countries)","TEC","2018","99.9836989296508","99.9707424053358","99.9905195793614","4.15770079926682","","0.374021998506684","","4.54355323334514","","","","","","","","","","","","","","","","","","","","","","31.7192775873002","8.63363185711507","","","2380900000","953100","0.624384431019079","1.95071163731653","","16300","5.2664321399756","5.52764820662073","4.22927752649931","","","","","105.090909090909","","8.42370134086009",""
"Togo","TGO","2012","38.9705963134766","15.5077167000455","76.3775253295898","0","0","9.89550502977599","383874707.319657","16.7685461930582","2.2543405087035","1.47995515695067","1576.81","44.0525490250074","144.379667150245","82.8828828828829","0","80.1801801801802","0","0","15.3153153153153","15.3153153153153","4.5045045045045","5000000","19.8589304251876","15.1363620934729","","461.040298313784","263.914389960037","","17.218102605253","1.84495321763101","24.8674603156181","2.66171127298692","3.78910752138761","","1160","13.7131798813916","0","","240","0","17.9715549389549","1.17638772454501","1.22","1.16","84.6846846846847","72.7397003173828","89","","20.9832927236553",""
"Timor-Leste","TLS","1972","","","","","","","0","","","","","","","","","","","","","","","","","","0.778113077551075","","","","","","","","","","3.58878201175796","","","0.808504387769656","1.52885924","","","","","","","","","","",""
"Turkey","TUR","1972","","","","0.0373690495336973","7590010.48494267","0.0427427114522631","8681452.48877723","0.0801117609859604","1.42011568386605","0","30740.461","28.298456255747","276.407636569302","10.0506982122209","25.9806101574313","28.5066263452815","0","0","43.9562394378725","69.9368495953037","1.55652405941475","175000000","31.5044402626826","","12.744591104708","603.28550913628","","","70.281428060387","2.52545305541889","10.3256403717857","","","","4236.13640352059","0.0944716234322864","0.0001923448181183","4.88965708546748","883.68044077","0.030323549511023","4.39545822641261","4.05846620145775","","","","","","","0.544678891904604",""
"Ukraine","UKR","1993","100","100","100","0.546385544466106","350031274.644473","0.0577477087200778","36994946.6925191","","10.4485049804755","36.8939916286149","77590.053","0.129152489063785","3953.28023426959","9.61394466017727","38.1362425339997","4.8056663242029","16.9293189614641","32.7559336200742","7.37283856025911","62.4384000557229","0","0","48.4198886444764","21.093058200348","62.5867315885575","3728.58372684901","335.525230144675","","89.0032714532312","","","1.49615004405965","2.98040180039161","","102830","0.893056987004704","0.431815611910974","4.07573812580231","1270","0.333053825070611","","","","","4.8056663242029","0.893722997148872","","","2.70158459725899",""
"Uruguay","URY","2019","99.9","100","99.9","0","0","0.0000303716602499","16012.42695727","1.02940933495959","","","","","","","","","","","","","","","","","","","","","","1.18979143733744","13.1167422217108","","","","","0.0001652885645664","0","","","0","0.32545040269256","1.1209433108327","","","","","48","","1.64542685414715",""
"Venezuela, RB","VEN","1961","","","","","","","","","","19.4901490007768","11551.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"British Virgin Islands","VGB","1980","","","","","0","","0","","","0","29.336","","","","","","","","","","","","","","1.81607545481163","","","","","","","","","","0.249579617603853","","","3.10593326061147","0.159762964","","","","","","","","","","",""
"Yemen, Rep.","YEM","1972","","","","","0","","0","","0","0","253.023","8.69818605667662","33.6433055377037","0","0","0","0","0","100","100","0","0","91.3018139433234","","6.64474671540712","90.2163233249976","","","91.3018139433234","","","","","","155.368796648992","","","2.48259519961331","30.5700765","","","","","","","","","","",""
"Africa Eastern and Southern","AFE","1971","","","","0.441427567004056","","0.975795375515552","","1.69621539774355","0.726261327659004","0.0405022276225192","59470.5493151192","51.7516288601252","486.207502781129","7.85424859078064","75.8707708799332","12.1455059158034","0","0","2.49201159558458","78.3627824755178","0.170834309599378","126000000","8.3705787669876","","13.8069116259831","787.535042517264","","","47.1159929336236","","","","","","36598.9069692628","2.35707765262476","0","1.9217902815377","3921.146722605","0","","","","","","","","","4.47868092206821",""
"Africa Western and Central","AFW","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.29375","","","","","","3970860000","","","","","","","","","","","","","","40.39375","","9.65625"
"Angola","AGO","1971","","","","","1853981.42215426","","2983285.2056687","","1.35116605916565","2.47311827956989","1646.483","82.8146375717133","92.0341009518081","25.0673854447439","0","81.5363881401617","0","0","18.4636118598383","18.4636118598383","0","0","-136.789917179727","","37.9533679631312","637.4103060647","","","15.834196369121","19.9471377397395","3.00804073799857","","","","5503.23835465402","","","0.526912957049837","83.4852692","","10.1297315544077","0.915146808974892","","","","","","","",""
"Albania","ALB","1972","","","","","2471348.8329409","","4106447.11053428","","3.98633521370928","4.93827160493827","4085.038","19.3179143535364","568.403201603477","4.62068965517241","0","62.0689655172414","0","0","37.9310344827586","37.9310344827586","0","0","-53.6342346880178","","40.2007563870696","865.59248120703","","","77.1741106583994","","","","","","698.319299048509","","","4.62108589241022","34.97265992","","","","","","","","","","",""
"Arab World","ARB","2004","79.0969038291945","63.74185259842","93.6073534056989","10.8234024655706","","0.0164048497432629","","10.8820631403006","0.390466660871197","39.1752903783134","723326.751","2.71879028917629","1767.78566786111","10.5246641959812","2.17809175070905","3.75890025354014","57.9209905673018","0","31.6342642767731","91.7333465947839","0.134836736704171","775000000","-258.618606259193","","49.2833860607804","1439.87466891648","115.61245298179","","95.1913212103822","75.6932078311281","5.18118906087779","8.67438357312709","8.6495872564654","","205630","0.0466984714711784","0.85846246004367","10.8009469323338","10950","28.2114400923582","1.29145810485555","3.0404090684095","0.24","0.32","3.91353009662894","6.6802452148199","","","29.1696879552714",""
"Benin","BEN","1974","","","","0","0","0","0","0","0","0","407.037","88.049014065388","16.9416388776729","33.3333333333333","0","0","0","0","100","100","0","0","11.950985934612","","20.4045771550031","379.035600344229","","","11.5809138487745","4.86426198386331","9.77906684312445","","","","590.475815542343","0","0","3.70480602565951","79.67074214","0","0.40742105847782","0.667187786823025","","","","","","","7.30053186607641",""
"Benin","BEN","1961","","","","","","","","","","0","128.345","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Burkina Faso","BFA","1996","7.1229362487793","1.89743050224686","35.8138656616211","0","0","0.0940118953701612","2438152.09745298","5.14998201130294","","0","693.063","","","","","","","","","","","","","10.9652387188788","9.03465346534654","","","","","0.142014873449478","13.8932669411469","","","","730","0.124531170643184","0","2.53164556962025","140","0","0.432632274648513","1.0153521918053","","","26.9835466179159","92.1565935401131","","","12.8265050808966",""
"Bulgaria","BGR","2013","100","100","100","0.123882127760744","67376769.6997628","0.385901079807897","209883125.605674","0.509783207568641","24.7897641056311","13.7949924660974","10007.243","6.63252863173702","4639.70632261155","9.04362766723165","45.0254243191158","9.47317095822982","5.43082031159302","32.9030160904595","0.524739371705867","50.9809840024147","6.60567925886368","2845000000","37.1426798519858","6.0863771392984","","2329.122801222","127.301273596177","18.7","70.2084792905056","14.7266672036764","23.0366994920017","7.1223953231082","7.85538095378514","165000000","1420","0.611179513700091","0.0647762091244517","","290","0.0357981003914901","15.9566316905214","9.70473426886568","","","16.0788502170935","18.2063999176025","130","49.5","1.12356282390851","1.1"
"Bahamas, The","BHS","1990","100","100","100","0","0","0","0","0","","0","1840.834","","","","","","","","","","","","","4.34297590019939","6.25","2518.53763654884","66.1046446632061","","0","","","8.53543719166895","15.1275300713718","","10","0","0","60","30","0","","","","","0","0","","","0.117517922654803",""
"Belarus","BLR","1989","","","","","184577482.700663","","0","","","","","","","","","","","","","","","","","","4.30861835119678","","","","","","","","","","779.58416999214","","","6.77566241319832","1270.10964125","","","","","","","","","","",""
"Brazil","BRA","2006","97.594314","87.1654186720447","99.708742","1.90485087138274","20570865530.2365","0.409025160735142","4417144515.81094","2.31387603211788","13.7210227010359","11.9986154859572","230844.984","22.355516235077","2072.36268025729","16.8241772130768","2.50395266814042","83.1801152772114","4.35401598237217","3.27993952358127","2.95084860148282","9.80881725199541","3.5675363728934","14960000000","7.40182727068512","3.90332986778856","4.08552882779687","1184.14512107209","91.6368110914012","","53.4228918773252","7.6849024441964","18.782105228209","9.83194029604512","10.9126451268865","5851500000","16050","0.88593217115175","0.0327963490695739","5.08222193448142","7850","2.50783554546055","11.5153137673912","5.02348270191951","0.84","1.26","86.7476516501048","46.8240013122559","","","3.89147924192959",""
"Bhutan","BTN","1988","","","","0.0013134940462346","3383.63728314856","0","0","3.01704628750411","","0","62.339","","","","","","","","","","","","","","33.4539666862823","","","","","","","","","","299.716429320071","0","0","40.2596420536011","67.286185348","0","","","","","","","","","5.51718260856737",""
"Channel Islands","CHI","1984","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","","","",""
"Channel Islands","CHI","1985","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","","","",""
"Chile","CHL","1991","94.781623840332","72.6529187893954","99.1867752075195","0.0950549737824696","34100953.2441037","2.77811593718496","996648548.84338","2.87317091096743","6.69713820854213","7.44316644113667","19130.739","21.8537425494141","1313.94330822204","11.1667752116627","21.2915184609989","65.7983066980612","0.981914733730775","0","6.7531686789239","29.0266018736536","5.17509142828516","1033000000","41.7211516498933","4.57270014154948","26.6017842660178","1061.48775995711","101.628823051432","","68.0367423550693","0.501583244319668","14.9111178834657","4.66565870557468","9.83972823825697","","3280","4.75579550320127","0.0429785316070272","10.6918238993711","510","0.165888026790575","46.9649211588354","1.17767984025852","","","70.9733981263464","37.2727789318802","","","5.94427434492119",""
"Cote d'Ivoire","CIV","2009","57.3142738342285","30.9037093361786","87.2042083740234","3.18099089358982","745520729.579741","0.243740195124289","57124768.4057031","3.42473108871411","1.24104056666855","46.9969645868465","2731.915","40.0452156414","200.507030533252","23.2498722534492","0","36.2970533128939","62.2721853176631","0","0.204394481349004","62.4765797990121","1.22636688809402","72000000","-15.4166671110206","7.29734360202002","","467.46304815454","127.261040342348","13.9","22.7178036261412","29.4292941424799","25.0532721483306","5.35171396308469","7.85786441246964","","2860","0.333937120663304","0.52740572421707","","150","2.8699495698531","0.403566105378129","1.22275994853897","","","37.5234202009879","73.5680999755859","59","20.9","6.28161121258515","5"
"Cameroon","CMR","1999","40.7067756652832","11.7755709034738","76.1472473144531","2.42058937058909","259003062.653033","0.0085550269201536","915387.880456438","2.42914439750924","3.76319460765016","0","2654.908","76.9434866954702","177.401661845303","20.5864928909953","0","98.7559241706161","0","0","1.24407582938389","1.24407582938389","0","0","-81.6591980426553","6.89252364048889","21.3414634146341","400.371001729815","146.835263980802","","14.6517908996824","","15.7451994870425","4.70257920626246","6.81035313241064","","2450","0.0111153424788491","0","0.644953240890035","400","2.79033531843774","","4.38203137722884","","","98.7559241706161","86.1299165456244","","","5.28141597089457",""
"Congo, Dem. Rep.","COD","1981","","","","","52941413.8277507","","56952116.2816139","","4.03721315702651","0","2669.576","83.8070744184318","135.649237108025","12.6984126984127","0","95.9052219921785","0","0","4.09477800782149","4.09477800782149","0","0","-0.677601953893444","","4.1846284691658","328.425367901404","","","12.2786978097521","","","","","","2753.47297882569","3.88671609522352","0","0.796381532850952","510.425771508","0.573711663053964","","","","","","","","","9.64569474701247",""
"Colombia","COL","1961","","","","","","","","","","3.90499194847021","9204.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cuba","CUB","2004","96.7096099853516","87.4054204157594","99.6411743164063","0.784858255111601","294736019.292364","0.457338027017037","171743099.694936","1.24219628212864","0.0526533376214124","5.4189947937525","22852.744","20.6919652250616","1175.33922665114","15.4215172060893","0","0.562875783548676","11.9675067161315","0","29.4166560061405","41.384162722272","5.04669310477165","789000000","40.4881476198723","3.27452449706366","16.8141592920354","1002.43618675974","","","75.4388475672112","0.500193591079981","23.360424468917","","","116000000","2090","1.41256359931533","0.037013917019592","7.42857142857143","260","1.38229452874697","47.6538390881152","1.2804627647902","0.55","0.95","5.60956888832033","33.7798004150391","","","2.91869942689726",""
"Cayman Islands","CYM","2016","100","100","100","0","0","0","0","","","","546.383","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","0","","","","","","0.0097000002861023","","","0",""
"Denmark","DNK","1971","","","","0","0","0.0000373328499956","6995.03292370426","0.0000373328499956","0.0111536192738","0","49955.541","1.76791350152098","3059.36218423631","7.946735395189","18.5942869415808","0.128865979381443","0","0","81.2768470790378","99.8711340206186","0","0","98.2209328792052","","2.61593528881721","3728.53802220617","","","99.1318225943362","2.26302723801499","12.1446767432091","","","","197.637573379545","0.0000842984783835","0","4.94701287438472","448.027507192","0","1.45223694919323","2.81196760291855","","","","","","","0.0558220867242099",""
"Europe & Central Asia (excluding high income)","ECA","2009","99.925885053614","99.8500115760615","99.9750612977541","4.39519432987277","","0.269102466027687","","4.674807188266","8.4052350334294","45.5198031760973","623353.33","1.49420103718748","3893.44640990878","11.7723720465447","24.5305544245577","18.101667999427","39.6025516815902","15.5650997991273","1.83813784990599","65.9712439560539","0.180458386859923","3200000000","-49.6065457206505","","","2831.57833297347","165.086333056271","","88.8445101480903","44.7414538503133","10.2827901087591","5.09087818738256","6.05743662413982","9881310000","884410","0.631612092079342","2.89142329542667","","13390","5.22425814048371","5.49625973750354","3.56368778090416","","","18.2821263862869","5.89434818976485","152.578947368421","","9.51839954036721",""
"Euro area","EMU","1976","","","","0.236264043039859","","0.0049224667477633","","0.241322613497292","3.82197525970442","12.6169209071603","1454177.98825912","2.06180617782223","3626.34911509392","6.43386377987453","36.0509664977548","14.1205028635534","12.9069168862535","6.21386467203337","26.1693967032074","75.1272800872157","0.635096287882661","7259000000","60.8406134316232","","29.0507512162356","3141.29345495417","","","93.8871932018976","5.71423053424349","22.3853186106951","","","","110991.343672876","0.0200440317826641","0.111946618303272","5.44998682800926","15815.5641489222","0.0330319527951478","3.06854091962933","5.75391253385224","","","","","","","0.508713556330331",""
"European Union","EUU","1973","","","","0.0401109961624079","","0.024877934455463","","0.065008780879441","2.86961761263182","10.1927599796593","1780961.28658278","2.21848024892276","3185.02091512778","7.1073428790475","38.8047613937536","18.333723293731","10.5792895648501","3.02244937889975","25.3295456922697","74.7135966508734","0.660455851398828","8754000000","52.8219831371291","","38.0182135648332","3072.158997015","","","94.4809783512524","4.16896522068646","13.0323790919268","","","","218984.096163487","0.0430091220341147","0.014998713135639","5.33943275312521","21942.8974642298","0.0053341759060608","3.46353917730658","6.38146188770662","","","","","","","0.246947950500281",""
"Faroe Islands","FRO","2014","100","100","100","0","0","0","0","","","","597.721","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","0","","","","","50.8075843846282","6.53579998016357","","","0",""
"Gabon","GAB","1963","","","","","","","","","","25","55.005","","","","","","","","","","","","","","","","","","","14.5128321542391","5.5772051989624","","","","","","","","","","28.626881523014","0.69722104400403","","","","","","","",""
"Georgia","GEO","2015","100","100","100","0.0133117893875454","1945551.37327548","0.294846463602319","43092549.4286751","0.308158252989864","","50.182097826087","3219.626","","","","0","78.0393242869011","21.9606757130989","","0","21.9606757130989","0","0","","5.78013591909206","","","","","","8.12452489390014","17.0601765708723","","","417000000","1080","0.400996993299556","0.025558473139377","","20","0.0402741766213419","14.9681280425334","4.12311731434104","","","78.0393242869011","28.1485004425049","71","","0.556240319809763",""
"Guinea","GIN","2002","17.9401912689209","","58.8958549499512","0","0","1.24860189680712","36428807.3534164","4.37259883758087","","0","1624.481","","","","","","","","","","","","","12.0632552411823","16.195652173913","","","","","0.0557014661652494","21.6544510760346","","","","1490","3.31338441075074","0","5.92417061611374","250","0","53.9134297315455","0.755242073608781","0.56","0.66","58.6206896551724","84.2738037109375","","","12.1114517777387",""
"Grenada","GRD","1969","","","","","","","","","","0","47.671","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","","","",""
"Guam","GUM","2017","100","100","100","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","0","","","","","","2.96020007133484","","","0",""
"Guyana","GUY","1983","","","","0","0","0.511049262528165","2144703.57542629","0.511049262528165","","0","1246.78","","","","","","","","","","","","","","5.44267440282646","","","","","","","","","","80.3333299182782","6.74791671724872","0","1.17163904163081","24.265461184586","0","","","","","","","","","17.9846923221306",""
"High income","HIC","1965","","","","","","","","","2.99122142431736","13.7524425071396","3007839.08403951","2.21450433645778","3065.46768274399","8.67618143002949","46.0804894765907","27.7968336939566","10.3099725636908","0.964491990601772","10.517463175391","66.9079252156725","0.197875587248366","4898000000","23.7204679576539","","","3260.61393040598","","","94.75366354012","3.92297538376646","10.8652090069436","","","","","","","","","","6.11073866750237","8.80379245153601","","","","","","","",""
"High income","HIC","1988","","","","0.362050184751965","","0.0787896392190618","","0.446523709913584","12.1081678342586","16.5647093207827","5159373.38230618","2.94654376687506","7025.05243120982","5.84387306544985","41.4796831071203","15.7245144133107","9.02397777320444","22.5766997853849","9.15204592259097","59.6557068029158","0.66547031792999","48117000000","15.7934655935874","","36.0031007977822","4611.59811996578","","","84.7760946577891","","","","","","631439.726260112","0.148500195766826","0.103066363000981","11.7412854764222","116205.000698778","0.53181198682633","","","","","","","","","0.924908570096164",""
"Honduras","HND","2019","92.7795257568359","82.9182076175349","100","0","0","0.000277814728456","64399.3492053875","0.416358394587434","","","","","","","","","","","","","","","","","","","","","","0.0140768372959928","17.7680584717801","","","","","0.0003147863108688","0","","","0","2.70409749738022","0.403344668636384","","","","","39","","0.938519127683884",""
"Heavily indebted poor countries (HIPC)","HPC","1992","","","","1.02497881862483","","0.131810669666501","","3.73433273150747","2.10600460338861","4.32510851103982","50032.6606702703","66.9483299891092","","11.8969006283949","0.182395739472255","64.2924715446424","1.99824665688493","0","8.34359177119193","10.5242341675491","1.34567523343975","664000000","-8.40963063726828","","19.6108067258644","","","","13.167507954829","","","","","","72660","0.547429932809088","0.0232493262286119","17.4046685673557","39070","1.17253503899407","","","0.57","0.69","82.0526487859894","87.4244298342835","","","8.24607322226139",""
"IDA blend","IDB","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.3","","","","","","4934910000","","","","","","","","","","","","","","34.425","","10.9875"
"IDA only","IDX","1968","","","","","","","","","","7.54189944134078","51489.6291051718","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Iraq","IRQ","1963","","","","","","","","","","14.832162373146","7528.351","","","","","","","","","","","","","","","","","","","93.976474481992","0.197608117277233","","","","","","","","","","0.0004315109901794","1.03445604770866","","","","","","","",""
"Iraq","IRQ","1989","","","","7.9829369654787","5059266542.04372","0","0","7.9829369654787","1.06518229670834","3.38906688025631","55133.345","0.103293147314521","1333.33788370681","5.02933780385583","0","10.896898575021","22.6948868398994","0","66.4082145850796","89.103101424979","0","0","-598.442275694331","","75.4568083061741","1235.17408885538","","","98.8315245559771","","","","","","18579.5789956126","0","0.100018009816595","5.31844958171694","249.8996924","28.7141693028604","","","","","","","","","28.8172105723577",""
"Italy","ITA","1981","","","","0.0882365585022834","379542497.472892","0.0006431328985004","2766384.71226777","0.0888796914007838","5.23051662194213","13.3566793097093","258996.543","0.771392228295452","3096.93473689054","9.11183879656225","11.3470500799088","24.0475205918839","4.84593806229534","1.51267923600478","56.3083250444248","72.501313186629","1.9384869854823","3469000000","83.730668876626","","15.7096404004218","2265.93108965354","","","93.3510872412231","6.27934636156013","34.5420393648849","","","","6893.97146439988","0.0015013155720532","0.0845013838999215","5.88027228523844","1849.73549576","0.0371857196996585","1.43684765303751","4.59108045897685","","","","","","","0.151583387448868",""
"Kazakhstan","KAZ","1997","99.2694702148438","98.3946194870872","99.9497375488281","4.2322879321866","925196428.168523","0.0709645423582412","15513155.5717518","4.30325247454484","1.05816373279485","12.7149270562259","30483.771","0.187438434571559","3173.64775483627","15.4557692307692","72.0288461538461","12.4980769230769","8.18076923076923","0","7.29230769230769","87.5019230769231","0","0","-65.9785087407463","11.8499056421893","42.1755088421755","2575.55268691547","285.664569575486","","97.370357361549","34.1560510401668","14.8187301070758","2.5120832233117","3.50060912869264","705189700","12640","0.363905710828767","0.423637291640621","6.22837370242214","540","6.57951834693466","22.8686871030394","2.32886816515173","","","12.4980769230769","1.67101528137917","","","8.0106960986807",""
"Korea, Rep.","KOR","1961","","","","","","","","","","0","2291.875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Liberia","LBR","2009","1.9","","3.5","0","0","0.217808895848201","3535909.39739081","3.29324804215597","","0","447.374","","","","","","","","","","","","","26.3728688147133","","","","10.1","","","","","","340000000","3050","0.284975460928843","0","","470","0","","","","","0","91.7116012573242","602","","22.0777491215739","2.8"
"Sri Lanka","LKA","1982","","","","0","0","0.0003922046422777","18895.5564774318","0.446420067838137","2.82619998234238","0","4088.705","66.5980185862787","109.862391387511","17.5701839303001","0","77.8315585672798","0","0","22.1684414327202","22.1684414327202","0","0","30.1097143062681","","5.54244258449713","315.65742287215","","","30.5758018684377","13.1384105705329","31.3556375819122","","","","622.992716267816","0.0018490716913159","0","13.2484879711116","232.3606333","0","0.860280855662012","1.21990859662391","","","","","","","0.930364692222958",""
"Lower middle income","LMC","2001","61.0855542675144","47.0998416585254","88.5966054473266","3.21529448223741","","0.128789516729364","","3.52208346352257","3.04852156560711","23.3004588970875","1125067.41722524","28.2873560905806","467.609803785296","21.4878863637762","36.8429025877768","16.473788730721","27.0274958535333","6.63170215119681","10.4337832497356","74.3041816910457","1.55562458282988","22973000000","-20.8186495382924","","25.7262434729392","565.783825940002","155.705334084495","","65.1037075508502","32.0428131399927","19.3573808293671","5.23996044128829","6.42238755582607","3932200000","521260","0.237410500755505","0.795581460460569","6.13195459821227","40680","4.80207533611914","3.83685411480551","3.41476316627497","","","18.5757413953577","42.7987802759353","","","6.85010708628897",""
"Macao SAR, China","MAC","1976","","","","","","","0","","","0","249.356","","","","","","","","","","","","","","1.43217163912246","","","","","","7.92625030197353","","","","0.775646973689057","","","32.1698589093249","0.91731883","","0.699167935826595","1.37375517876127","","","","","","","",""
"Macao SAR, China","MAC","1998","100","100","100","0","0","0","0","","","","1558.475","","","","","","","","","","","","","1.43204631151869","","","","","","0.0000148205789779","6.4954887731449","","","","","0","0","","","0","0.0130582188255307","0.510471329670865","","","0","0.194542265131431","","","0.0020871460026663",""
"Middle East & North Africa","MEA","2013","97.0746088297099","93.4155400989349","99.6921863555746","9.56136180306375","","0.0943526367440402","","9.75478837311107","0.64861027640879","41.9965444003089","1231371.266","0.555257852616335","2799.5304761766","13.3537332922878","3.40922532142521","3.06037898295389","61.9748733375572","0.347699069215215","24.0705503237548","89.4546489827372","0.344869138383503","4509000000","-138.217733798991","","","2162.02762682372","137.893789640099","","98.0426710412763","70.1346192324048","9.16959865289945","8.50596677723816","7.25195821080841","","266060","0.2805334192873","2.01788872637925","","17620","26.8607954770663","1.83417542770664","3.10230026107068","","","3.41542908312813","1.64620631462167","84","","29.1964840247149",""
"Mexico","MEX","2014","99.172928","97.4269296534203","99.63725","3.40158586799789","43644387637.9338","0.255497936877449","3278191828.8998","3.65708380487534","3.42450549549344","30.244429001571","269495.164","3.75270895419011","2157.32378751727","13.705654469711","11.2376283599119","12.9000053068697","57.0362459203439","3.20966115636692","10.947408920848","79.2212832011038","4.64351102502189","14000000000","-10.7936009824051","3.85311999350743","","1561.87334155916","82.6931973243816","","90.2784899713522","10.412228666791","7.49269964847551","11.5609821396415","12.0928931563414","4502040000","40840","0.414931617767735","0.170072946719866","","3390","3.81777935254373","2.28162976636719","2.1211767051258","1.02","1.03","17.5435163318916","9.75899982452393","107.93","","4.57592124728986",""
"Middle income","MIC","1960","","","","","","","","","0.806109187326652","4.49492423423673","810266.875463399","54.9948282799028","","9.91119005328597","","","","","","","","41000000","12.3356539421866","","","","","","44.1990718874239","","","","","","","","","","","","","","","","","","","","",""
"Montenegro","MNE","2007","100","100","100","0.0847531383015311","3155652.48312076","0.0226846949667515","844629.655435111","0.107437833268283","17.0812463259878","0","1030.427","12.8430832562738","6564.6437994723","32.089552238806","40.1119402985075","59.8880597014925","0","0","0","40.1119402985075","0","0","50.1163051186043","6.01748810802757","14.8648648648649","1927.97889182058","118.657005899962","","53.9609430399682","1.99543215701857","15.0178693858176","6.45454406476212","8.4276523953679","","110","0.395007296305839","0","11.7647058823529","20","0","68.302125778419","2.65090209396145","","","59.8880597014925","42.2673988342285","","","0.952330491551833",""
"Mauritania","MRT","1975","","","","","","2.79556775821418","18822243.8716417","","","0","495.045","","","","","","","","","","","","","","6.54452683513714","","","","","","","","","","161.649158375204","7.54389842916925","","1.81337697603455","18.772276114","","","","","","","","","","8.76669463482184",""
"New Caledonia","NCL","1990","99.8443069458008","99.8120243752864","99.8662109375","0","0","1.76980401115299","44763831.67509","1.76980401115299","","","1114.768","","","","","","","","","","","","","","","","","","","","","","","","","3.87808141528402","0","","","0","","","","","40.1918047079337","10.1579908328138","","","3.89164557715977",""
"Nicaragua","NIC","2000","72.7752227783203","47.1868553302199","93.5551986694336","0","0","0.105438861364644","5172333.92889313","0.476085611174933","0.757024740188681","0","3498.318","42.7510237881233","344.820103722203","30.4551254785198","0","8.93236920459379","0","0","78.6048490004253","78.6048490004253","12.4627817949809","293000000","46.407582509018","6.03204514510061","11.4243323442136","496.445078324269","125.084018821409","","46.0214318013664","1.71816232105889","17.8138074919313","5.60641619821495","7.99462640729321","115000000","770","0.137652458214113","0","6.88073394495413","150","0","0.364759811641619","0.763677437079718","0.54","0.62","21.3951509995747","58.4193992614746","","","1.35400875398814",""
