iso3,country_name_ghg,year,ghg_per_capita,region,gdp_per_capita_ppp,renewable_pct,electricity_access_pct,fossil_fuel_pct,log_gdp,energy_poverty_flag,green_by_choice_flag
SWE,Sweden,2020,4.441116,Europe & Central Asia,54563.1214122072,,,,4.736899207200495,0,0
CHE,Switzerland,2020,5.096887,Europe & Central Asia,71352.3525990268,,,,4.853408297057273,0,0
TUR,Türkiye,2020,6.181012,Europe & Central Asia,28119.4530398905,,,,4.449006868834713,0,0
GBR,United Kingdom,2020,6.077576,Europe & Central Asia,44916.2283385249,,,,4.652403280970162,0,0
USA,United States,2020,17.6817,North America,63543.577788724,,,,4.8030716639087565,0,0
DZA,Algeria,2020,5.04874,Middle East & North Africa,11268.2644722324,,,,4.05185703155861,0,0
ARG,Argentina,2020,7.061831,Latin America & Caribbean,20767.6105001703,,,,4.3173865299347485,0,0
BLR,Belarus,2020,9.635014,Europe & Central Asia,20199.6984928506,,,,4.305344887076897,0,0
BRA,Brazil,2020,5.557711,,14836.3071009143,,,,4.171325814333851,0,0
BRN,Brunei Darussalam,2020,33.77179,,65661.6939297088,,,,4.817312082396305,0,0
BGR,Bulgaria,2020,6.911945,,24367.3239228848,,,,4.386807836556902,0,0
CIV,Côte d’Ivoire,2020,1.659335,,5458.23665112582,,,,3.737052361317393,0,0
HRV,Croatia,2020,6.044096,,28503.8805738916,,,,4.454903989731378,0,0
CYP,Cyprus,2020,6.190146,,38458.1912618072,,,,4.58498885495477,0,0
EGY,Egypt,2020,3.088697,,12607.7621145597,,,,4.100638005879245,0,0
GEO,Georgia,2020,4.820012,,14863.0173692196,,,,4.172106985318017,0,0
GHA,Ghana,2020,1.468394,,5596.30707064456,,,,3.7479015363108013,0,0
GTM,Guatemala,2020,1.778021,,8854.20246390959,,,,3.947149448516265,0,0
GNB,Guinea-Bissau,2020,0.7595775,,1948.91954049728,,,,3.2897939100055966,0,0
GUY,Guyana,2020,9.162369,,19705.7926684251,,,,4.294593909112767,0,0
IDN,Indonesia,2020,3.339661,,12073.461509431,,,,4.081831801905238,0,0
KAZ,Kazakhstan,2020,18.43434,,26728.5439182062,,,,4.426975300488202,0,0
KEN,Kenya,2020,1.295409,,4452.20602367052,,,,3.6485752528938056,0,0
MYS,Malaysia,2020,9.816118,,27886.8608901388,,,,4.445399630263957,0,0
MDV,Maldives,2020,3.009546,,13765.6359819057,,,,4.138796280898382,0,0
MLT,Malta,2020,4.025918,,42640.1161038759,,,,4.629818378551442,0,0
MUS,Mauritius,2020,4.344573,,20538.6949103031,,,,4.312572843776292,0,0
MDA,Moldova,2020,4.363438,,13001.550045211,,,,4.113995131995468,0,0
NAM,Namibia,2020,3.381342,,9382.21753673983,,,,3.972305498309547,0,0
NPL,Nepal,2020,1.803851,,4008.74658033482,,,,3.6030086024613235,0,0
NGA,Nigeria,2020,1.452109,,5186.72348377932,,,,3.714893095367816,0,0
PAN,Panama,2020,4.221086,,26775.6944526998,,,,4.427740743483887,0,0
PER,Peru,2020,2.868927,,11879.2358960654,,,,4.07478850657154,0,0
ROU,Romania,2020,5.750749,,31945.7496566328,,,,4.504413083982289,0,0
RUS,Russia,2020,13.49968,,28213.4478382297,,,,4.450456162568697,0,0
RWA,Rwanda,2020,0.8529792,,2213.96118971842,,,,3.3451700035170204,0,0
SRB,Serbia,2020,9.235191,,19230.6300632762,,,,4.283993513490766,0,0
SGP,Singapore,2020,9.581285,,98525.9543531223,,,,4.993550650269815,0,0
SLB,Solomon Islands,2020,0.8599326,,2619.21900713566,,,,3.4181718136653703,0,0
ZAF,South Africa,2020,7.756462,,12095.856289625,,,,4.082636618352765,0,0
UKR,Ukraine,2020,7.278898,,13056.7020745176,,,,4.115833494572403,0,0
UZB,Uzbekistan,2020,5.595903,,7378.25472035915,,,,3.8679536443492895,0,0
